'Elapsed time','chest_ecg','wrist_ppg','wrist_gyro_x','wrist_gyro_y','wrist_gyro_z','wrist_low_noise_accelerometer_x','wrist_low_noise_accelerometer_y','wrist_low_noise_accelerometer_z','wrist_wide_range_accelerometer_x','wrist_wide_range_accelerometer_y','wrist_wide_range_accelerometer_z','wrist_mag_x','wrist_mag_y','wrist_mag_z','sample_times_for_all_signals_apart_from_ecg'
'0:31.523',-47.313,1452.015,19.722,-28.715,-38.577,2.561,-7.593,1.734,2.520,-7.658,1.650,-0.396,0.376,-0.609,11.520
'0:31.527',-49.741,1447.601,18.965,-27.805,-38.077,2.610,-7.569,1.783,2.480,-7.578,1.768,-0.396,0.376,-0.609,11.524
'0:31.531',-51.636,1448.342,17.972,-26.107,-37.089,2.646,-7.593,1.807,2.519,-7.579,1.730,-0.415,0.378,-0.572,11.528
'0:31.535',-50.273,1449.826,17.004,-24.439,-36.498,2.695,-7.618,1.832,2.595,-7.657,1.808,-0.415,0.379,-0.586,11.532
'0:31.539',-63.219,1422.704,15.909,-22.343,-35.606,2.732,-7.619,1.845,2.673,-7.622,1.653,-0.401,0.379,-0.563,11.536
'0:31.543',-62.133,1468.118,14.831,-20.339,-34.814,2.768,-7.656,1.844,2.749,-7.621,1.811,-0.414,0.372,-0.599,11.540
'0:31.547',-65.114,1415.394,14.064,-18.029,-33.757,2.780,-7.656,1.856,2.634,-7.697,1.769,-0.407,0.376,-0.570,11.544
'0:31.551',-67.797,1432.981,12.727,-15.681,-32.640,2.817,-7.669,1.857,2.710,-7.657,1.888,-0.415,0.376,-0.618,11.548
'0:31.555',-51.359,1450.532,11.530,-12.881,-31.726,2.866,-7.693,1.881,2.711,-7.698,1.771,-0.415,0.376,-0.618,11.551
'0:31.559',-64.028,1412.463,10.337,-10.097,-30.352,2.865,-7.741,1.905,2.749,-7.659,1.850,-0.428,0.372,-0.580,11.555
'0:31.563',-45.972,1454.205,9.322,-7.267,-29.147,2.865,-7.776,1.928,2.748,-7.852,1.887,-0.428,0.374,-0.576,11.559
'0:31.566',-48.399,1399.997,8.106,-4.284,-27.477,2.852,-7.835,2.000,2.671,-7.813,1.847,-0.417,0.376,-0.545,11.563
'0:31.570',-51.082,1432.981,7.059,-1.385,-25.932,2.777,-7.917,2.033,2.632,-7.926,1.963,-0.422,0.379,-0.597,11.567
'0:31.574',-34.921,1386.083,5.891,0.658,-24.419,2.691,-8.023,2.030,2.594,-8.005,1.883,-0.442,0.369,-0.563,11.571
'0:31.578',-32.493,1405.118,4.844,2.547,-22.583,2.604,-8.117,2.015,2.440,-8.157,1.919,-0.442,0.369,-0.624,11.575
'0:31.582',-30.321,1380.963,3.727,4.146,-21.113,2.602,-8.250,2.001,2.439,-8.348,2.073,-0.422,0.371,-0.624,11.579
'0:31.586',-15.501,1386.825,3.084,5.729,-19.612,2.601,-8.406,2.010,2.516,-8.429,1.957,-0.440,0.364,-0.595,11.583
'0:31.590',-18.461,1361.187,2.104,6.762,-17.899,2.673,-8.479,2.022,2.592,-8.545,2.074,-0.436,0.365,-0.563,11.587
'0:31.594',-3.109,1347.979,1.168,7.382,-16.489,2.684,-8.624,1.995,2.632,-8.665,1.918,-0.438,0.367,-0.551,11.590
'0:31.598',-0.937,1364.118,-0.181,7.030,-14.571,2.646,-8.744,1.944,2.516,-8.779,1.954,-0.436,0.372,-0.597,11.594
'0:31.602',17.396,1328.203,-1.292,6.471,-12.723,2.608,-8.841,1.894,2.593,-8.898,1.876,-0.447,0.364,-0.574,11.598
'0:31.605',31.940,1342.117,-2.231,5.599,-10.813,2.558,-8.949,1.854,2.402,-8.937,1.716,-0.447,0.364,-0.574,11.602
'0:31.609',29.789,1327.462,-3.704,4.291,-9.173,2.533,-9.020,1.840,2.479,-9.094,1.677,-0.424,0.367,-0.561,11.606
'0:31.613',30.066,1322.341,-4.659,2.708,-7.634,2.520,-9.104,1.827,2.402,-9.091,1.793,-0.445,0.353,-0.593,11.610
'0:31.617',47.845,1294.514,-5.935,1.056,-6.059,2.506,-9.188,1.849,2.364,-9.209,1.675,-0.459,0.365,-0.555,11.614
'0:31.621',48.655,1278.375,-7.100,-0.949,-4.476,2.493,-9.246,1.921,2.324,-9.282,1.908,-0.431,0.365,-0.563,11.618
'0:31.625',47.845,1271.065,-8.319,-2.715,-3.071,2.444,-9.328,1.991,2.324,-9.321,1.868,-0.438,0.355,-0.614,11.622
'0:31.629',47.036,1282.048,-9.420,-4.406,-1.361,2.394,-9.421,2.073,2.246,-9.474,1.944,-0.457,0.360,-0.565,11.626
'0:31.633',46.781,1296.703,-10.318,-6.012,0.322,2.295,-9.465,2.168,2.206,-9.586,2.137,-0.457,0.360,-0.565,11.630
'0:31.637',62.942,1294.514,-11.126,-7.504,1.792,2.245,-9.522,2.288,2.243,-9.506,2.295,-0.461,0.365,-0.578,11.633
'0:31.641',63.219,1297.445,-11.699,-8.307,2.884,2.196,-9.542,2.420,2.090,-9.544,2.214,-0.440,0.362,-0.561,11.637
'0:31.645',63.751,1306.238,-12.017,-9.378,3.823,2.158,-9.588,2.527,2.010,-9.575,2.525,-0.461,0.360,-0.593,11.641
'0:31.648',63.751,1280.600,-12.348,-9.906,5.037,2.146,-9.573,2.636,2.087,-9.654,2.525,-0.461,0.355,-0.565,11.645
'0:31.652',47.845,1286.462,-12.756,-10.717,5.759,2.109,-9.583,2.720,2.048,-9.613,2.603,-0.454,0.355,-0.620,11.649
'0:31.656',47.845,1314.290,-12.934,-11.290,6.846,2.109,-9.569,2.793,2.008,-9.609,2.759,-0.454,0.355,-0.620,11.653
'0:31.660',46.781,1298.151,-12.721,-11.688,7.816,2.097,-9.531,2.915,2.046,-9.609,2.798,-0.464,0.346,-0.584,11.657
'0:31.664',30.875,1300.376,-13.058,-11.742,8.799,2.085,-9.565,2.986,1.931,-9.646,2.835,-0.461,0.356,-0.555,11.661
'0:31.668',31.684,1321.600,-12.927,-11.818,9.752,2.047,-9.623,3.033,1.892,-9.604,2.952,-0.452,0.351,-0.553,11.665
'0:31.672',16.034,1345.790,-13.093,-11.780,10.939,2.022,-9.742,3.067,1.892,-9.799,2.911,-0.454,0.362,-0.601,11.669
'0:31.676',15.501,1349.463,-13.293,-11.925,11.961,2.020,-9.886,3.089,1.967,-9.953,3.029,-0.464,0.346,-0.584,11.673
'0:31.680',-1.214,1358.256,-13.551,-12.223,12.914,2.005,-10.091,3.061,1.892,-10.071,2.910,-0.447,0.349,-0.588,11.676
'0:31.684',-16.587,1359.704,-13.663,-12.407,14.262,2.028,-10.271,3.070,1.851,-10.300,3.063,-0.447,0.349,-0.588,11.680
'0:31.688',-16.310,1408.790,-14.235,-12.874,16.085,2.002,-10.415,3.043,1.967,-10.381,2.986,-0.463,0.333,-0.605,11.684
'0:31.691',-32.493,1378.032,-14.445,-13.761,17.399,1.988,-10.572,3.028,1.813,-10.571,3.060,-0.463,0.342,-0.576,11.688
'0:31.695',-48.399,1434.429,-15.009,-14.358,19.351,1.938,-10.678,3.037,1.928,-10.611,3.101,-0.466,0.351,-0.588,11.692
'0:31.699',-33.302,1393.393,-15.547,-15.734,20.783,1.924,-10.798,3.034,1.852,-10.768,2.942,-0.457,0.348,-0.620,11.696
'0:31.703',-50.017,1430.050,-15.922,-17.203,22.788,1.923,-10.907,3.021,1.774,-10.959,3.056,-0.464,0.340,-0.607,11.700
'0:31.707',-48.931,1406.601,-16.657,-18.741,24.053,1.909,-11.051,3.018,1.889,-11.039,3.019,-0.464,0.340,-0.607,11.704
'0:31.711',-32.749,1380.221,-17.182,-20.997,25.889,1.908,-11.158,3.064,1.774,-11.271,2.976,-0.442,0.344,-0.580,11.708
'0:31.715',-33.558,1417.584,-18.414,-25.166,29.643,1.906,-11.289,3.110,1.774,-11.231,3.054,-0.456,0.339,-0.630,11.712
'0:31.719',-33.835,1391.204,-19.149,-27.652,31.557,1.929,-11.432,3.193,1.773,-11.463,3.130,-0.468,0.332,-0.586,11.715
'0:31.723',-32.749,1367.014,-19.327,-29.985,33.610,1.952,-11.576,3.251,1.888,-11.658,3.131,-0.463,0.340,-0.605,11.719
'0:31.727',-32.216,1372.170,-20.231,-32.578,35.845,1.950,-11.731,3.285,1.849,-11.774,3.168,-0.442,0.335,-0.582,11.723
'0:31.730',-17.120,1363.376,-20.639,-35.867,37.924,1.973,-11.924,3.293,1.925,-12.007,3.207,-0.456,0.325,-0.626,11.727
'0:31.734',-18.206,1329.651,-20.966,-39.011,40.051,2.008,-12.081,3.315,1.887,-12.124,3.166,-0.456,0.325,-0.626,11.731
'0:31.738',-33.026,1298.151,-21.552,-43.532,42.083,2.043,-12.202,3.301,1.886,-12.199,3.322,-0.464,0.328,-0.597,11.735
'0:31.742',-15.501,1293.772,-22.033,-47.869,45.058,2.091,-12.299,3.312,2.002,-12.202,3.246,-0.470,0.328,-0.611,11.739
'0:31.746',-16.310,1322.341,-22.329,-51.388,46.906,2.152,-12.348,3.324,2.001,-12.395,3.283,-0.463,0.323,-0.584,11.743
'0:31.750',-17.652,1307.686,-21.959,-54.684,48.733,2.226,-12.253,3.375,2.079,-12.242,3.247,-0.459,0.314,-0.609,11.747
'0:31.754',-17.652,1294.514,-22.173,-59.672,51.191,2.277,-12.096,3.476,2.193,-12.124,3.445,-0.463,0.317,-0.624,11.751
'0:31.758',-16.310,1273.996,-22.173,-63.206,53.357,2.266,-11.999,3.490,2.231,-12.046,3.485,-0.463,0.316,-0.601,11.755
'0:31.762',-15.501,1241.013,-21.418,-66.525,54.757,2.243,-11.842,3.517,2.115,-11.927,3.523,-0.471,0.316,-0.601,11.758
'0:31.766',-16.310,1235.892,-20.600,-68.782,55.775,2.246,-11.529,3.534,2.116,-11.577,3.526,-0.449,0.317,-0.599,11.762
'0:31.770',-17.396,1232.961,-19.996,-72.568,56.941,2.175,-11.286,3.598,2.231,-11.150,3.609,-0.438,0.309,-0.647,11.766
'0:31.773',-17.396,1232.961,-19.369,-75.322,57.546,2.215,-11.047,3.603,2.077,-11.031,3.608,-0.457,0.298,-0.657,11.770
'0:31.777',-16.587,1254.220,-17.739,-77.349,57.528,2.169,-10.804,3.655,2.076,-10.718,3.727,-0.452,0.303,-0.620,11.774
'0:31.781',-15.778,1255.668,-16.673,-79.583,57.820,2.160,-10.479,3.673,2.116,-10.565,3.651,-0.454,0.303,-0.636,11.778
'0:31.785',-16.034,1273.254,-14.811,-81.258,57.667,2.164,-10.117,3.740,2.155,-10.100,3.616,-0.454,0.303,-0.636,11.782
'0:31.789',-1.746,1291.583,-12.892,-81.518,57.019,2.192,-9.806,3.746,2.116,-9.904,3.696,-0.445,0.296,-0.666,11.786
'0:31.793',-2.300,1356.773,-11.419,-81.770,55.958,2.219,-9.517,3.788,2.154,-9.592,3.816,-0.456,0.291,-0.668,11.790
'0:31.797',-0.681,1339.186,-9.700,-80.906,54.866,2.246,-9.277,3.805,2.231,-9.244,3.820,-0.433,0.291,-0.639,11.794
'0:31.801',0.937,1422.704,-7.307,-78.588,53.396,2.249,-9.001,3.798,2.231,-9.010,3.822,-0.440,0.278,-0.693,11.798
'0:31.805',0.681,1410.980,-5.172,-77.319,51.930,2.167,-8.735,3.765,2.155,-8.737,3.823,-0.450,0.271,-0.643,11.801
'0:31.809',-1.214,1471.049,-3.208,-76.638,50.417,2.096,-8.493,3.781,2.078,-8.504,3.784,-0.422,0.263,-0.728,11.805
'0:31.813',-2.023,1506.222,-1.149,-75.284,49.072,2.012,-8.288,3.722,2.002,-8.309,3.745,-0.422,0.263,-0.728,11.809
'0:31.816',-0.681,1539.206,1.588,-73.234,46.902,1.954,-8.046,3.702,1.963,-7.958,3.786,-0.419,0.261,-0.680,11.813
'0:31.820',0.681,1626.361,3.962,-71.398,44.666,1.956,-7.818,3.706,1.886,-7.802,3.786,-0.447,0.270,-0.689,11.817
'0:31.824',16.034,1627.845,7.399,-67.788,41.743,1.934,-7.590,3.661,1.849,-7.570,3.671,-0.431,0.270,-0.651,11.821
'0:31.828',14.160,1669.586,9.802,-65.768,38.764,1.887,-7.481,3.638,1.965,-7.534,3.595,-0.440,0.273,-0.708,11.825
'0:31.832',14.160,1739.190,12.074,-63.297,36.171,1.899,-7.448,3.494,1.889,-7.497,3.476,-0.442,0.261,-0.672,11.829
'0:31.836',31.407,1780.967,15.098,-59.580,33.601,2.048,-7.358,3.352,2.006,-7.424,3.323,-0.442,0.261,-0.672,11.833
'0:31.840',16.587,1786.088,18.274,-53.445,30.882,1.946,-7.642,3.443,2.005,-7.615,3.478,-0.449,0.273,-0.647,11.837
'0:31.844',32.493,1816.105,20.117,-50.607,26.715,1.999,-7.373,3.134,1.931,-7.272,3.089,-0.449,0.271,-0.645,11.840
'0:31.848',30.321,1820.519,21.762,-51.931,26.559,1.727,-7.556,3.296,1.738,-7.499,3.240,-0.435,0.278,-0.687,11.844
'0:31.852',45.418,1832.243,22.233,-53.950,26.815,1.502,-8.002,2.970,1.547,-8.006,2.920,-0.447,0.264,-0.668,11.848
'0:31.855',46.504,1847.605,24.531,-55.511,24.401,1.636,-8.103,2.837,1.547,-8.122,2.958,-0.431,0.270,-0.672,11.852
'0:31.859',64.028,1868.864,28.566,-53.774,22.570,1.696,-8.175,2.933,1.700,-8.240,2.999,-0.435,0.261,-0.672,11.856
'0:31.863',64.028,1875.468,31.195,-53.376,20.256,1.879,-8.227,2.971,1.815,-8.398,3.000,-0.435,0.261,-0.672,11.860
'0:31.867',63.219,1853.467,33.124,-53.805,19.286,1.913,-8.493,2.882,1.892,-8.516,2.961,-0.445,0.270,-0.651,11.864
'0:31.871',62.410,1824.156,34.607,-54.157,18.673,1.911,-8.701,2.721,1.818,-8.754,2.645,-0.450,0.277,-0.668,11.868
'0:31.875',62.942,1803.674,36.440,-55.090,18.168,1.860,-8.882,2.620,1.818,-8.949,2.605,-0.443,0.271,-0.682,11.872
'0:31.879',63.751,1764.087,38.079,-56.887,17.960,1.822,-9.014,2.557,1.742,-8.911,2.487,-0.449,0.266,-0.682,11.876
'0:31.883',63.751,1723.087,39.600,-58.976,17.651,1.857,-9.197,2.482,1.857,-9.224,2.486,-0.431,0.266,-0.655,11.880
'0:31.887',62.942,1679.862,41.271,-60.414,17.272,1.916,-9.404,2.394,1.897,-9.345,2.291,-0.431,0.266,-0.699,11.883
'0:31.891',62.410,1654.931,42.630,-61.997,16.507,1.988,-9.564,2.307,1.859,-9.657,2.170,-0.443,0.273,-0.699,11.887
'0:31.895',31.684,1632.965,43.826,-64.254,16.024,2.010,-9.745,2.280,1.898,-9.774,2.170,-0.454,0.266,-0.657,11.891
'0:31.898',2.300,1536.275,44.485,-67.023,16.128,2.045,-9.891,2.230,1.898,-9.968,2.168,-0.456,0.266,-0.662,11.895
'0:31.902',-13.883,1486.446,45.068,-69.356,16.690,2.056,-10.000,2.216,2.051,-9.932,2.171,-0.445,0.268,-0.651,11.899
'0:31.906',-17.929,1443.222,46.115,-72.178,17.168,2.093,-10.048,2.228,2.013,-10.086,2.208,-0.459,0.263,-0.674,11.903
'0:31.910',-20.888,1437.360,46.398,-74.282,17.381,2.080,-10.108,2.226,2.013,-10.087,2.169,-0.454,0.263,-0.647,11.907
'0:31.914',-19.270,1360.445,46.105,-76.079,17.746,2.042,-10.192,2.224,2.050,-10.241,2.286,-0.454,0.263,-0.647,11.911
'0:31.918',-15.225,1296.703,45.784,-78.229,18.347,2.005,-10.227,2.199,1.936,-10.319,2.127,-0.449,0.273,-0.710,11.915
'0:31.922',-14.415,1256.410,45.701,-80.348,19.038,2.004,-10.288,2.173,1.935,-10.318,2.205,-0.463,0.259,-0.664,11.919
'0:31.926',-17.396,1221.237,45.154,-82.520,19.552,2.053,-10.312,2.198,1.935,-10.279,2.206,-0.452,0.271,-0.620,11.923
'0:31.930',-20.079,1191.926,44.377,-84.432,20.330,2.089,-10.373,2.234,2.013,-10.281,2.167,-0.466,0.266,-0.634,11.926
'0:31.934',-34.367,1175.822,43.855,-86.207,21.004,2.138,-10.373,2.259,2.089,-10.437,2.207,-0.457,0.273,-0.674,11.930
'0:31.938',-30.875,1184.616,42.471,-88.387,22.100,2.199,-10.362,2.284,2.088,-10.436,2.246,-0.470,0.259,-0.651,11.934
'0:31.941',-15.225,1115.753,41.723,-89.932,23.336,2.212,-10.314,2.321,2.165,-10.358,2.326,-0.470,0.259,-0.651,11.938
'0:31.945',27.638,1138.460,40.641,-91.477,24.815,2.274,-10.218,2.396,2.050,-10.124,2.287,-0.450,0.264,-0.659,11.942
'0:31.949',102.036,1104.770,39.680,-92.334,26.080,2.312,-10.097,2.460,2.203,-10.163,2.406,-0.468,0.254,-0.668,11.946
'0:31.953',182.375,1131.856,38.636,-92.885,27.507,2.351,-9.940,2.536,2.242,-10.009,2.408,-0.471,0.261,-0.641,11.950
'0:31.957',267.568,1103.287,37.477,-93.550,28.668,2.377,-9.772,2.563,2.318,-9.892,2.449,-0.466,0.255,-0.701,11.954
'0:31.961',258.412,1090.115,36.182,-93.826,30.447,2.428,-9.581,2.580,2.242,-9.542,2.412,-0.464,0.250,-0.668,11.958
'0:31.965',183.993,1117.201,34.966,-93.474,31.826,2.467,-9.389,2.583,2.396,-9.390,2.416,-0.464,0.250,-0.668,11.962
'0:31.969',41.649,1158.236,33.872,-93.290,33.249,2.543,-9.175,2.588,2.435,-9.236,2.379,-0.466,0.248,-0.718,11.965
'0:31.973',-42.458,1125.288,32.108,-92.548,34.501,2.594,-8.972,2.580,2.511,-8.963,2.460,-0.457,0.241,-0.685,11.969
'0:31.977',-145.453,1150.184,30.683,-91.875,36.098,2.694,-8.770,2.574,2.551,-8.810,2.384,-0.466,0.238,-0.695,11.973
'0:31.980',-133.593,1175.081,29.260,-90.353,37.402,2.758,-8.555,2.542,2.628,-8.617,2.426,-0.478,0.238,-0.643,11.977
'0:31.984',-72.396,1207.323,27.564,-89.190,38.807,2.821,-8.341,2.510,2.705,-8.267,2.469,-0.464,0.248,-0.655,11.981
'0:31.988',-115.792,1239.565,25.785,-86.941,40.125,2.872,-8.150,2.503,2.820,-8.191,2.510,-0.473,0.254,-0.701,11.985
'0:31.992',-153.800,1315.737,24.031,-84.624,41.556,2.960,-7.960,2.483,2.860,-7.962,2.357,-0.473,0.254,-0.701,11.989
'0:31.996',-122.265,1314.290,22.300,-82.566,42.552,2.974,-7.829,2.449,2.899,-7.847,2.320,-0.485,0.234,-0.659,11.993
'0:32.000',-103.122,1389.756,20.479,-79.743,43.796,3.024,-7.699,2.416,2.937,-7.653,2.322,-0.482,0.234,-0.641,11.997
'0:32.004',-63.219,1399.997,18.767,-76.645,44.871,3.062,-7.604,2.406,2.975,-7.573,2.440,-0.470,0.234,-0.626,12.001
'0:32.008',-39.775,1444.670,17.007,-73.609,45.949,3.075,-7.544,2.371,3.053,-7.578,2.285,-0.473,0.234,-0.676,12.005
'0:32.012',-10.114,1465.187,15.308,-70.021,46.806,3.125,-7.486,2.324,3.053,-7.499,2.325,-0.484,0.231,-0.662,12.008
'0:32.016',-7.410,1523.067,13.729,-66.288,47.815,3.162,-7.464,2.289,3.092,-7.579,2.247,-0.484,0.231,-0.662,12.012
'0:32.020',-17.396,1548.705,11.934,-62.418,48.520,3.211,-7.453,2.290,3.131,-7.464,2.209,-0.461,0.224,-0.670,12.016
'0:32.023',-26.552,1581.689,10.560,-58.264,49.351,3.247,-7.478,2.266,3.132,-7.467,2.053,-0.485,0.211,-0.689,12.020
'0:32.027',-23.060,1618.310,9.042,-53.874,50.103,3.260,-7.467,2.254,3.170,-7.504,2.170,-0.478,0.220,-0.659,12.024
'0:32.031',-12.542,1611.706,7.368,-49.697,51.091,3.272,-7.444,2.230,3.248,-7.430,2.055,-0.473,0.220,-0.670,12.028
'0:32.035',-8.773,1681.310,5.783,-45.421,51.504,3.248,-7.480,2.181,3.170,-7.466,2.132,-0.473,0.224,-0.697,12.032
'0:32.039',-16.034,1651.293,4.398,-41.199,52.209,3.272,-7.469,2.169,3.170,-7.505,2.132,-0.482,0.209,-0.697,12.036
'0:32.043',-24.125,1712.069,2.734,-36.992,52.674,3.272,-7.505,2.157,3.208,-7.544,2.171,-0.482,0.209,-0.697,12.040
'0:32.047',-22.784,1679.862,1.359,-32.754,53.339,3.272,-7.542,2.108,3.247,-7.547,2.055,-0.459,0.213,-0.670,12.044
'0:32.051',-14.160,1708.432,-0.156,-28.715,53.870,3.258,-7.614,2.106,3.170,-7.663,2.013,-0.464,0.206,-0.724,12.048
'0:32.055',-10.114,1701.828,-1.540,-24.982,54.227,3.282,-7.663,2.081,3.209,-7.663,2.014,-0.473,0.204,-0.676,12.051
'0:32.059',-15.225,1681.310,-2.931,-21.234,54.492,3.282,-7.723,2.068,3.209,-7.741,2.013,-0.457,0.209,-0.668,12.055
'0:32.063',-22.251,1682.052,-4.175,-17.838,54.984,3.293,-7.772,2.043,3.171,-7.741,1.974,-0.459,0.208,-0.699,12.059
'0:32.066',-22.251,1691.587,-5.799,-14.610,55.571,3.281,-7.819,2.078,3.209,-7.897,2.012,-0.459,0.208,-0.710,12.063
'0:32.070',-30.875,1654.224,-7.056,-11.673,55.784,3.256,-7.867,2.041,3.209,-7.934,2.051,-0.457,0.202,-0.710,12.067
'0:32.074',-10.923,1676.190,-8.370,-9.018,56.236,3.231,-7.915,2.040,3.171,-7.975,1.933,-0.450,0.199,-0.687,12.071
'0:32.078',-31.130,1624.172,-9.824,-7.098,56.784,3.181,-7.974,2.038,3.133,-7.974,1.932,-0.452,0.202,-0.747,12.075
'0:32.082',-36.794,1653.483,-10.786,-5.286,56.867,3.156,-8.009,2.049,3.055,-7.973,1.930,-0.461,0.192,-0.712,12.079
'0:32.086',-37.348,1620.499,-12.176,-4.100,56.998,3.106,-8.092,2.059,3.017,-8.127,1.968,-0.447,0.201,-0.689,12.083
'0:32.090',-16.843,1572.154,-13.468,-3.052,57.524,3.081,-8.163,2.058,2.978,-8.166,1.928,-0.442,0.193,-0.691,12.087
'0:32.094',-13.606,1547.257,-14.267,-2.333,57.476,3.055,-8.247,2.068,2.939,-8.241,2.044,-0.442,0.193,-0.691,12.090
'0:32.098',-30.066,1521.619,-16.339,-1.882,57.954,3.031,-8.294,2.066,3.016,-8.359,2.044,-0.438,0.188,-0.741,12.094
'0:32.102',-18.206,1493.756,-17.182,-1.843,58.181,3.030,-8.330,2.078,2.900,-8.395,2.081,-0.447,0.185,-0.724,12.098
'0:32.105',-20.888,1484.963,-18.099,-2.218,58.411,3.017,-8.378,2.065,3.016,-8.398,2.004,-0.419,0.193,-0.726,12.102
'0:32.109',-18.206,1495.981,-18.914,-2.677,58.629,3.017,-8.414,2.076,3.016,-8.397,2.082,-0.436,0.179,-0.751,12.106
'0:32.113',-13.883,1475.464,-19.856,-2.953,58.877,3.029,-8.462,2.075,2.977,-8.474,2.081,-0.429,0.192,-0.720,12.110
'0:32.117',-13.606,1422.704,-20.626,-3.419,58.977,3.053,-8.510,2.099,2.977,-8.551,2.120,-0.443,0.193,-0.735,12.114
'0:32.121',-17.396,1382.411,-21.342,-3.725,59.155,3.040,-8.558,2.110,2.938,-8.512,2.081,-0.443,0.193,-0.735,12.118
'0:32.125',-19.824,1389.014,-22.083,-4.184,59.242,3.077,-8.559,2.111,3.054,-8.631,2.042,-0.417,0.192,-0.751,12.122
'0:32.129',-18.206,1397.066,-22.815,-4.544,59.316,3.088,-8.595,2.135,3.016,-8.553,2.042,-0.426,0.179,-0.764,12.126
'0:32.133',-14.692,1348.721,-23.255,-4.727,59.546,3.125,-8.631,2.146,3.015,-8.669,2.081,-0.412,0.179,-0.739,12.130
'0:32.137',-13.883,1331.876,-23.891,-4.941,59.385,3.137,-8.607,2.171,3.092,-8.629,2.160,-0.407,0.165,-0.787,12.133
'0:32.141',-16.843,1343.600,-24.314,-5.026,59.325,3.137,-8.595,2.184,3.130,-8.670,2.122,-0.407,0.169,-0.743,12.137
'0:32.145',-3.641,1292.289,-24.900,-5.110,59.438,3.138,-8.570,2.220,3.130,-8.668,2.200,-0.407,0.169,-0.743,12.141
'0:32.148',-3.109,1331.134,-25.530,-5.209,59.225,3.150,-8.546,2.257,3.130,-8.591,2.161,-0.414,0.178,-0.760,12.145
'0:32.152',0.681,1292.289,-25.829,-4.697,58.842,3.162,-8.522,2.282,3.014,-8.510,2.238,-0.398,0.172,-0.751,12.149
'0:32.156',17.929,1267.392,-26.113,-4.559,58.507,3.163,-8.498,2.282,3.091,-8.472,2.278,-0.398,0.167,-0.787,12.153
'0:32.160',15.225,1273.996,-26.342,-4.322,57.846,3.163,-8.497,2.319,3.129,-8.471,2.357,-0.400,0.162,-0.756,12.157
'0:32.164',13.074,1301.824,-26.692,-3.947,57.654,3.175,-8.461,2.344,3.091,-8.588,2.278,-0.382,0.167,-0.827,12.161
'0:32.168',13.883,1276.185,-26.876,-3.733,56.976,3.164,-8.412,2.369,3.129,-8.433,2.318,-0.387,0.147,-0.795,12.165
'0:32.172',32.216,1259.341,-27.335,-3.366,56.619,3.152,-8.339,2.370,3.014,-8.315,2.278,-0.387,0.147,-0.795,12.169
'0:32.176',32.493,1284.979,-27.335,-2.907,56.041,3.141,-8.255,2.347,3.128,-8.353,2.436,-0.370,0.146,-0.823,12.173
'0:32.180',31.684,1305.496,-27.538,-2.807,54.927,3.117,-8.207,2.360,3.052,-8.237,2.319,-0.354,0.153,-0.850,12.176
'0:32.184',30.321,1290.841,-27.570,-2.639,54.148,3.118,-8.158,2.373,3.052,-8.159,2.358,-0.368,0.165,-0.806,12.180
'0:32.188',45.972,1300.376,-27.802,-2.570,53.387,3.081,-8.097,2.373,2.976,-8.159,2.279,-0.373,0.151,-0.781,12.184
'0:32.191',46.781,1329.651,-27.796,-2.800,52.539,3.045,-8.036,2.386,3.052,-8.081,2.359,-0.349,0.147,-0.812,12.188
'0:32.195',48.122,1297.445,-27.882,-2.624,51.626,3.009,-8.011,2.386,3.052,-8.042,2.359,-0.349,0.147,-0.812,12.192
'0:32.199',33.026,1347.238,-28.019,-2.891,50.708,3.009,-7.987,2.399,2.975,-7.964,2.359,-0.347,0.139,-0.862,12.196
'0:32.203',47.590,1310.617,-27.987,-3.037,49.307,2.972,-7.974,2.410,3.013,-8.002,2.398,-0.356,0.142,-0.823,12.200
'0:32.207',60.515,1342.117,-28.140,-3.228,48.272,2.960,-7.961,2.434,2.899,-7.964,2.280,-0.361,0.154,-0.804,12.204
'0:32.211',75.888,1384.600,-28.083,-3.228,47.237,2.935,-7.997,2.434,2.860,-8.039,2.356,-0.358,0.131,-0.837,12.208
'0:32.215',63.496,1345.790,-28.273,-3.496,45.906,2.923,-8.044,2.457,2.935,-8.115,2.513,-0.349,0.135,-0.829,12.212
'0:32.219',66.988,1378.032,-28.328,-3.679,44.684,2.898,-8.104,2.455,2.859,-8.155,2.394,-0.330,0.140,-0.843,12.215
'0:32.223',65.114,1399.997,-28.375,-4.161,43.579,2.921,-8.200,2.466,2.898,-8.233,2.433,-0.330,0.140,-0.843,12.219
'0:32.227',76.165,1380.221,-28.286,-4.482,42.461,2.920,-8.236,2.477,2.935,-8.310,2.512,-0.337,0.131,-0.856,12.223
'0:32.230',74.547,1430.756,-28.630,-5.033,41.448,2.944,-8.369,2.475,2.936,-8.389,2.394,-0.349,0.131,-0.816,12.227
'0:32.234',78.316,1399.997,-28.996,-5.416,40.617,2.955,-8.428,2.511,2.936,-8.544,2.432,-0.344,0.135,-0.814,12.231
'0:32.238',67.265,1438.101,-29.136,-5.813,39.447,3.003,-8.538,2.522,2.896,-8.542,2.509,-0.328,0.128,-0.808,12.235
'0:32.242',66.456,1413.169,-29.801,-6.242,38.799,3.038,-8.633,2.581,3.011,-8.659,2.588,-0.330,0.121,-0.843,12.239
